query_image_path,query_grid_x,query_grid_y,top1_bank_image_path,top1_bank_grid_x,top1_bank_grid_y,top1_sim,top1_dx,top1_dy,top1_manhattan_dist,top1_euclidean_dist,top1_is_strict_match,top1_is_match_tol1,hit_rank_strict,hit_rank_tol1,topk_candidates
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id4fe71d02.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg,1,0,0.9933328628540039,1,0,1,1.0,False,True,2,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9933328628540039, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_id4140398b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.9919947385787964, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9919503927230835, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id8900e36e.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg,1,0,0.9930198192596436,1,0,1,1.0,False,True,3,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9930198192596436, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9925107955932617, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_id4140398b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.9919847846031189, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_ide20ac2c0.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg,0,1,0.9903512001037598,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9903512001037598, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9898908138275146, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9894247055053711, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_idfb173f1c.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg,0,1,0.9895365834236145,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9895365834236145, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9894096255302429, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9890455007553101, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_id9fc4a95b.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg,0,1,0.9927453994750977,0,-1,1,1.0,False,True,-1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9927453994750977, ""dx"": 0, ""dy"": -1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9925445318222046, ""dx"": 0, ""dy"": -1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9922976493835449, ""dx"": 0, ""dy"": -1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_idb2847530.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_ida8cdb826.jpg,0,2,0.9929196834564209,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_ida8cdb826.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.9929196834564209, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.9925805926322937, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.9920145273208618, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id354b9e2f.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg,1,0,0.9894922375679016,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9894922375679016, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9890845417976379, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_id4140398b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.9890336990356445, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id807bed48.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg,1,0,0.990092396736145,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.990092396736145, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.9897491931915283, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_id4140398b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.9892359972000122, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id6f9af608.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg,0,1,0.9891483187675476,-1,0,1,1.0,False,True,-1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9891483187675476, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9885127544403076, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9881750345230103, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id7f58cfd0.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg,0,1,0.9878990650177002,-1,0,1,1.0,False,True,-1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9878990650177002, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9867709875106812, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.9866792559623718, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
